adam_steps_per_update,repetition,update_number,sample_index,update_time_s,latency_ms,estimated_k_Nm_per_rad,stride,window_length,warmup_updates
5,5,1,100,0.05,2.3326,328.1816113638057,50,101,20
5,5,2,150,0.075,2.2636,327.2920594217847,50,101,20
5,5,3,200,0.1,3.3143,326.53936475931323,50,101,20
5,5,4,250,0.125,2.2574,325.83281695534936,50,101,20
5,5,5,300,0.15,2.2968,325.01804171260494,50,101,20
5,5,6,350,0.17500000000000002,2.2118,323.89709705765875,50,101,20
5,5,7,400,0.2,2.1692,322.39567140459263,50,101,20
5,5,8,450,0.225,3.1789,320.4311331272798,50,101,20
5,5,9,500,0.25,2.2467,317.9265569023642,50,101,20
5,5,10,550,0.275,2.2221,315.4982167170975,50,101,20
5,5,11,600,0.3,2.2111,313.3563616669351,50,101,20
5,5,12,650,0.325,2.257,311.1540022373554,50,101,20
5,5,13,700,0.35000000000000003,2.76,308.6013517991014,50,101,20
5,5,14,750,0.375,2.2786,305.5456388874449,50,101,20
5,5,15,800,0.4,2.2505,301.94635927024376,50,101,20
5,5,16,850,0.425,2.223,297.8247072772156,50,101,20
5,5,17,900,0.45,2.2304,293.3428664553432,50,101,20
5,5,18,950,0.47500000000000003,6.0815,288.37570335540727,50,101,20
5,5,19,1000,0.5,2.3005,283.2052329031214,50,101,20
5,5,20,1050,0.525,2.8595,278.6519595203044,50,101,20
5,5,21,1100,0.55,2.2666,275.01235684942566,50,101,20
5,5,22,1150,0.5750000000000001,2.4903,272.19288982432414,50,101,20
5,5,23,1200,0.6,2.2565,270.02539930772747,50,101,20
5,5,24,1250,0.625,2.8942,268.3357663391921,50,101,20
5,5,25,1300,0.65,2.2619,266.9806522239223,50,101,20
5,5,26,1350,0.675,3.1033,265.85618783971427,50,101,20
5,5,27,1400,0.7000000000000001,2.5407,264.89353785231924,50,101,20
5,5,28,1450,0.725,2.2221,264.0473062459557,50,101,20
5,5,29,1500,0.75,2.45,263.30482178985903,50,101,20
5,6,1,100,0.05,3.1068,328.1816113638057,50,101,20
5,6,2,150,0.075,2.2478,327.2920594217847,50,101,20
5,6,3,200,0.1,2.2897,326.53936475931323,50,101,20
5,6,4,250,0.125,2.6817,325.83281695534936,50,101,20
5,6,5,300,0.15,2.2477,325.01804171260494,50,101,20
5,6,6,350,0.17500000000000002,2.2201,323.89709705765875,50,101,20
5,6,7,400,0.2,2.2314,322.39567140459263,50,101,20
5,6,8,450,0.225,2.193,320.4311331272798,50,101,20
5,6,9,500,0.25,2.2536,317.9265569023642,50,101,20
5,6,10,550,0.275,2.3323,315.4982167170975,50,101,20
5,6,11,600,0.3,4.8082,313.3563616669351,50,101,20
5,6,12,650,0.325,2.4644,311.1540022373554,50,101,20
5,6,13,700,0.35000000000000003,3.0962,308.6013517991014,50,101,20
5,6,14,750,0.375,2.5172,305.5456388874449,50,101,20
5,6,15,800,0.4,2.251,301.94635927024376,50,101,20
5,6,16,850,0.425,2.2484,297.8247072772156,50,101,20
5,6,17,900,0.45,2.196,293.3428664553432,50,101,20
5,6,18,950,0.47500000000000003,2.7193,288.37570335540727,50,101,20
5,6,19,1000,0.5,2.2978,283.2052329031214,50,101,20
5,6,20,1050,0.525,2.1821,278.6519595203044,50,101,20
5,6,21,1100,0.55,2.2613,275.01235684942566,50,101,20
5,6,22,1150,0.5750000000000001,2.2436,272.19288982432414,50,101,20
5,6,23,1200,0.6,4.3566,270.02539930772747,50,101,20
5,6,24,1250,0.625,2.3368,268.3357663391921,50,101,20
5,6,25,1300,0.65,2.2248,266.9806522239223,50,101,20
5,6,26,1350,0.675,2.3063,265.85618783971427,50,101,20
5,6,27,1400,0.7000000000000001,2.2125,264.89353785231924,50,101,20
5,6,28,1450,0.725,2.7365,264.0473062459557,50,101,20
5,6,29,1500,0.75,2.2325,263.30482178985903,50,101,20
5,7,1,100,0.05,3.2605,328.1816113638057,50,101,20
5,7,2,150,0.075,2.2478,327.2920594217847,50,101,20
5,7,3,200,0.1,2.5528,326.53936475931323,50,101,20
5,7,4,250,0.125,3.0708,325.83281695534936,50,101,20
5,7,5,300,0.15,2.3365,325.01804171260494,50,101,20
5,7,6,350,0.17500000000000002,2.2821,323.89709705765875,50,101,20
5,7,7,400,0.2,2.2262,322.39567140459263,50,101,20
5,7,8,450,0.225,2.2534,320.4311331272798,50,101,20
5,7,9,500,0.25,2.7475,317.9265569023642,50,101,20
5,7,10,550,0.275,2.3218,315.4982167170975,50,101,20
5,7,11,600,0.3,2.2382,313.3563616669351,50,101,20
5,7,12,650,0.325,2.6307,311.1540022373554,50,101,20
5,7,13,700,0.35000000000000003,2.2135,308.6013517991014,50,101,20
5,7,14,750,0.375,3.0854,305.5456388874449,50,101,20
5,7,15,800,0.4,2.2812,301.94635927024376,50,101,20
5,7,16,850,0.425,2.3088,297.8247072772156,50,101,20
5,7,17,900,0.45,2.1891,293.3428664553432,50,101,20
5,7,18,950,0.47500000000000003,2.2784,288.37570335540727,50,101,20
5,7,19,1000,0.5,2.4065,283.2052329031214,50,101,20
5,7,20,1050,0.525,2.234,278.6519595203044,50,101,20
5,7,21,1100,0.55,6.6272,275.01235684942566,50,101,20
5,7,22,1150,0.5750000000000001,2.5582,272.19288982432414,50,101,20
5,7,23,1200,0.6,2.2289,270.02539930772747,50,101,20
5,7,24,1250,0.625,2.8605,268.3357663391921,50,101,20
5,7,25,1300,0.65,2.2652,266.9806522239223,50,101,20
5,7,26,1350,0.675,2.2208,265.85618783971427,50,101,20
5,7,27,1400,0.7000000000000001,2.2298,264.89353785231924,50,101,20
5,7,28,1450,0.725,2.2181,264.0473062459557,50,101,20
5,7,29,1500,0.75,2.3178,263.30482178985903,50,101,20
5,8,1,100,0.05,2.3057,328.1816113638057,50,101,20
5,8,2,150,0.075,2.2486,327.2920594217847,50,101,20
5,8,3,200,0.1,2.6709,326.53936475931323,50,101,20
5,8,4,250,0.125,2.2707,325.83281695534936,50,101,20
5,8,5,300,0.15,2.2316,325.01804171260494,50,101,20
5,8,6,350,0.17500000000000002,2.2723,323.89709705765875,50,101,20
5,8,7,400,0.2,2.2296,322.39567140459263,50,101,20
5,8,8,450,0.225,2.556,320.4311331272798,50,101,20
5,8,9,500,0.25,2.1877,317.9265569023642,50,101,20
5,8,10,550,0.275,2.2898,315.4982167170975,50,101,20
5,8,11,600,0.3,2.2425,313.3563616669351,50,101,20
5,8,12,650,0.325,6.46,311.1540022373554,50,101,20
5,8,13,700,0.35000000000000003,2.3763,308.6013517991014,50,101,20
5,8,14,750,0.375,2.2296,305.5456388874449,50,101,20
5,8,15,800,0.4,2.4197,301.94635927024376,50,101,20
5,8,16,850,0.425,2.6797,297.8247072772156,50,101,20
5,8,17,900,0.45,2.2647,293.3428664553432,50,101,20
5,8,18,950,0.47500000000000003,2.2409,288.37570335540727,50,101,20
5,8,19,1000,0.5,2.2183,283.2052329031214,50,101,20
5,8,20,1050,0.525,2.1921,278.6519595203044,50,101,20
5,8,21,1100,0.55,2.5146,275.01235684942566,50,101,20
5,8,22,1150,0.5750000000000001,2.3045,272.19288982432414,50,101,20
5,8,23,1200,0.6,2.2496,270.02539930772747,50,101,20
5,8,24,1250,0.625,2.3289,268.3357663391921,50,101,20
5,8,25,1300,0.65,2.5119,266.9806522239223,50,101,20
5,8,26,1350,0.675,2.3176,265.85618783971427,50,101,20
5,8,27,1400,0.7000000000000001,2.2121,264.89353785231924,50,101,20
5,8,28,1450,0.725,2.2833,264.0473062459557,50,101,20
5,8,29,1500,0.75,2.2225,263.30482178985903,50,101,20
5,9,1,100,0.05,2.7821,328.1816113638057,50,101,20
5,9,2,150,0.075,2.2429,327.2920594217847,50,101,20
5,9,3,200,0.1,2.3551,326.53936475931323,50,101,20
5,9,4,250,0.125,2.2391,325.83281695534936,50,101,20
5,9,5,300,0.15,3.1159,325.01804171260494,50,101,20
5,9,6,350,0.17500000000000002,6.8162,323.89709705765875,50,101,20
5,9,7,400,0.2,2.3389,322.39567140459263,50,101,20
5,9,8,450,0.225,3.2997,320.4311331272798,50,101,20
5,9,9,500,0.25,2.2995,317.9265569023642,50,101,20
5,9,10,550,0.275,2.1658,315.4982167170975,50,101,20
5,9,11,600,0.3,2.0187,313.3563616669351,50,101,20
5,9,12,650,0.325,2.1504,311.1540022373554,50,101,20
5,9,13,700,0.35000000000000003,2.9699,308.6013517991014,50,101,20
5,9,14,750,0.375,2.2368,305.5456388874449,50,101,20
5,9,15,800,0.4,2.2071,301.94635927024376,50,101,20
5,9,16,850,0.425,2.2158,297.8247072772156,50,101,20
5,9,17,900,0.45,2.2395,293.3428664553432,50,101,20
5,9,18,950,0.47500000000000003,3.1013,288.37570335540727,50,101,20
5,9,19,1000,0.5,2.3174,283.2052329031214,50,101,20
5,9,20,1050,0.525,2.1978,278.6519595203044,50,101,20
5,9,21,1100,0.55,2.2081,275.01235684942566,50,101,20
5,9,22,1150,0.5750000000000001,2.2551,272.19288982432414,50,101,20
5,9,23,1200,0.6,4.2881,270.02539930772747,50,101,20
5,9,24,1250,0.625,2.2873,268.3357663391921,50,101,20
5,9,25,1300,0.65,2.2112,266.9806522239223,50,101,20
5,9,26,1350,0.675,3.3471,265.85618783971427,50,101,20
5,9,27,1400,0.7000000000000001,2.308,264.89353785231924,50,101,20
5,9,28,1450,0.725,2.2314,264.0473062459557,50,101,20
5,9,29,1500,0.75,2.2009,263.30482178985903,50,101,20
5,10,1,100,0.05,2.3547,328.1816113638057,50,101,20
5,10,2,150,0.075,2.1843,327.2920594217847,50,101,20
5,10,3,200,0.1,2.2444,326.53936475931323,50,101,20
5,10,4,250,0.125,2.2534,325.83281695534936,50,101,20
5,10,5,300,0.15,2.3435,325.01804171260494,50,101,20
5,10,6,350,0.17500000000000002,2.2552,323.89709705765875,50,101,20
5,10,7,400,0.2,2.2383,322.39567140459263,50,101,20
5,10,8,450,0.225,2.1978,320.4311331272798,50,101,20
5,10,9,500,0.25,2.2081,317.9265569023642,50,101,20
5,10,10,550,0.275,2.2206,315.4982167170975,50,101,20
5,10,11,600,0.3,2.2317,313.3563616669351,50,101,20
5,10,12,650,0.325,2.26,311.1540022373554,50,101,20
5,10,13,700,0.35000000000000003,2.227,308.6013517991014,50,101,20
5,10,14,750,0.375,2.2447,305.5456388874449,50,101,20
5,10,15,800,0.4,2.2048,301.94635927024376,50,101,20
5,10,16,850,0.425,2.3293,297.8247072772156,50,101,20
5,10,17,900,0.45,2.5383,293.3428664553432,50,101,20
5,10,18,950,0.47500000000000003,2.1724,288.37570335540727,50,101,20
5,10,19,1000,0.5,4.5669,283.2052329031214,50,101,20
5,10,20,1050,0.525,2.482,278.6519595203044,50,101,20
5,10,21,1100,0.55,2.3147,275.01235684942566,50,101,20
5,10,22,1150,0.5750000000000001,2.4798,272.19288982432414,50,101,20
5,10,23,1200,0.6,2.2716,270.02539930772747,50,101,20
5,10,24,1250,0.625,2.1838,268.3357663391921,50,101,20
5,10,25,1300,0.65,2.7397,266.9806522239223,50,101,20
5,10,26,1350,0.675,2.1966,265.85618783971427,50,101,20
5,10,27,1400,0.7000000000000001,2.4441,264.89353785231924,50,101,20
5,10,28,1450,0.725,2.2241,264.0473062459557,50,101,20
5,10,29,1500,0.75,2.2577,263.30482178985903,50,101,20
